seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
3220,gl-muc,5,amountRestatedExchangeRateType,0..1,gl-muc:exchangeRateTypeItemType,Restated Amount Exchange Rate Type,"Type of Exchange Rate for restated amount - for example, spot rate, forward contract etc.",換算レート種別,外貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountRestatedExchangeRateType
3230,gl-muc,5,amountTriangulationAmount,0..1,gl-gen:amountItemType,Amount in Triangulation Currency,The amount in the triangulation currency identified by amountTriangulationCurrency as of multicurrencyDetailExchangeRateDate.,トライアンギュレーション通貨換算額,amountTriangulationCurrencyで指定されたトライアンギュレーション通貨での、multicurrencyDetailExchangeRateDate時点の換算額。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountTriangulationAmount
3240,gl-muc,5,amountTriangulationCurrency,0..1,gl-muc:currencyItemType,Triangulation Currency,The currency used for tringulation between amountRestatedCurrency and the home currency. Recommended ISO 4217 coding.,トライアンギュレーション通貨,amountRestatedCurrencyと自国通貨間のトライアンギュレーション取引で使用される通貨。ISO4217コードを推奨。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountTriangulationCurrency
3250,gl-muc,5,amountTriangulationExchangeRate,0..1,gl-muc:exchangeRateItemType,Triangulation Exchange Rate,Exchange rate used to convert amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as national currency divided by triangulation currency),トライアンギュレーション通貨換算レート,amountTriangulationAmountの算出に用いられた、multicurrencyDetailExchangeRateDate時点の換算レート。（自国通貨をトライアンギュレーション通貨で割った値）,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountTriangulationExchangeRate
3260,gl-muc,5,amountTriangulationExchangeRateSource,0..1,gl-muc:exchangeRateSourceItemType,Triangulation Exchange Rate Source,"Source of Exchange Rate for triangulation amount - for example, Reuters, Bloomberg",トライアンギュレーション通貨換算レート情報源,"トライアンギュレーション通貨換算額の換算レートの情報源。たとえば、Reuters, Bloomberg。",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountTriangulationExchangeRateSource
3270,gl-muc,5,amountTriangulationExchangeRateType,0..1,gl-muc:exchangeRateTypeItemType,Triangulation Exchange Rate Type,"Type of Exchange Rate for triangulation amount - for example, spot rate, forward contract etc.",トライアンギュレーション通貨換算レート種別,トライアンギュレーション通貨換算額の換算レートの種別。たとえば、スポット・レート、先物など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:amountTriangulationExchangeRateType
3280,gl-muc,5,restatedTriangulationExchangeRate,0..1,gl-muc:exchangeRateItemType,Restated Triangulation Exchange Rate,Exchange rate used to convert from amountRestatedAmount to amountTriangulationAmount as of multicurrencyDetailExchangeRateDate (expressed as foreign currency divided by triangulation currency),換算通貨トライアンギュレーション通貨換算レート,amountRestatedAmountからamountTriangulationAmountへの、multicurrencyDetailExchangeRateDate時点の換算レート。（外貨通貨をトライアンギュレーション通貨で割った値）,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:restatedTriangulationExchangeRate
3290,gl-muc,5,restatedExchangeRateTriangulationSource,0..1,gl-muc:exchangeRateSourceItemType,Restated Triangulation Exchange Rate Source,"Source of Exchange Rate for converting between foreign currency and triangulation currency - for example, Reuters, Bloomberg",換算通貨トライアンギュレーション通貨換算レート情報源,"外貨通貨とトライアンギュレーション通貨の間の換算レートの情報源。たとえば、Reuters, Bloomberg。",/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:restatedExchangeRateTriangulationSource
3300,gl-muc,5,restatedExchangeRateTriangulationType,0..1,gl-muc:exchangeRateTypeItemType,Restated Triangulation Exchange Rate Type,"Type of Exchange Rate for converting between foreign currency and triangulation currency - for example, spot rate, forward contract etc.",換算通貨トライアンギュレーション通貨換算レート種別,外貨通貨とトライアンギュレーション通貨の間の換算レートの種別。たとえば、スポット・レート、先物など。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:restatedExchangeRateTriangulationType
3310,gl-muc,5,multicurrencyDetailComment,0..1,gl-muc:commentItemType,Multicurrency Detail Comment,Comment describing the enclosing multicurrencyDetail tuple's contents. May include reason for recording additional exchange rates other than that used at the time of the original transaction.,多通貨明細コメント,multicurrencyDetailの内容のコメント。原取引時以外の、追加の換算レートを記録する理由などを記述。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-muc:multicurrencyDetail/gl-muc:multicurrencyDetailComment
3320,gl-cor,4,identifierReference,0..*,gl-cor:identifierReferenceComplexType,Identifier Reference,"Identification for customer, vendor, or employee.",【CVE情報】,顧客、仕入先、従業員のための識別子。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference
3330,gl-cor,5,identifierCode,0..1,gl-cor:identifierCodeItemType,ID Number (internal),Internal ID Number associated with identifierReference,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierCode
3340,gl-cor,5,identifierExternalReference,0..*,gl-cor:identifierExternalReferenceComplexType,External Authority,Structure containing references to an external authority associated with identifier,【外部機関】,識別子と関係付けられる外部機関への参照情報を含む構造体。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference
3350,gl-cor,6,identifierAuthorityCode,0..1,gl-cor:identifierAuthorityCodeItemType,External Authority ID Number,"External Authority (e,g, Tax Authority) ID Number associated with identifierReference",外部機関付与識別番号,identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthorityCode
3360,gl-cor,6,identifierAuthority,0..1,gl-cor:identifierAuthorityItemType,External Authority,Name of External Authority (e.g. Tax Authority),外部機関名,外部機関の名前（たとえば、税務署）,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthority
3370,gl-cor,6,identifierAuthorityVerificationDate,0..1,gl-cor:identifierAuthorityVerificationDateItemType,External Authority Verification Date,Date on which the External Authority last performed a verification,外部機関認証日付,外部機関が最後に認証した日付。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthorityVerificationDate
3380,gl-cor,5,identifierOrganizationType,0..1,gl-gen:identifierOrganizationTypeItemType,Identifier Organization Type,Identifier Organization Type,CVE組織種別,CVE識別子の組織種別。\n[設定値のリスト]\n(individual：個人)、(organization：組織)、(other：その他) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierOrganizationType
3390,gl-cor,5,identifierOrganizationTypeDescription,0..1,gl-cor:identifierOrganizationTypeDescriptionItemType,Identifier Organization Type Description,Free format description of the identifier organization type,CVE組織種別説明,CVE識別子の組織種別の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierOrganizationTypeDescription
3400,gl-cor,5,identifierDescription,0..1,gl-cor:identifierDescriptionItemType,Identifier Description,Textual description of identifierReference.,CVE説明,identifierReferenceの説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierDescription
3410,gl-cor,5,identifierType,0..1,gl-gen:identifierTypeItemType,Identifier Type,"Entity type (enumerated): e.g., customer, vendor, employee.",CVE種別,実体の種別。例えば、顧客、仕入先、従業員。\n[設定値のリスト]\n(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierType
3420,gl-cor,5,identifierCategory,0..1,gl-cor:identifierCategoryItemType,Identifier Category,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierCategory
3430,gl-cor,5,identifierEMail,0..*,gl-cor:identifierEmailAddressStructureComplexType,Email Address,Email address for Identifier.,【Eメールアドレス】,CVE識別子のEメールアドレス。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail
3440,gl-cor,6,identifierEmailAddressUsage,0..1,gl-gen:emailAddressUsageItemType,Identifer Email Address Usage,"Identifer Email Address Usage (e.g. Orders, Head Office, IR)",CVEEメールアドレス用途,CVE識別子のEメールアドレスの用途。(注文、本社、IRなど),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail/gl-cor:identifierEmailAddressUsage
3450,gl-cor,6,identifierEmailAddress,0..1,gl-gen:emailAddressItemType,Identifer Email Address,Identifer Email Address,CVEEメールアドレス,CVE識別子のEメールアドレス。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail/gl-cor:identifierEmailAddress
3460,gl-cor,5,identifierPhoneNumber,0..*,gl-cor:identifierPhoneNumberComplexType,Phone Number,Phone number related to Identifier.,【電話番号】,CVE識別子の電話番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber
3470,gl-cor,6,identifierPhoneNumberDescription,0..1,gl-gen:phoneNumberDescriptionItemType,Identifier Phone Number Usage,"Identifier Phone Number Usage (e.g. Main, Investor relations, etc.)",CVE電話番号用途,CVE識別子の電話番号の用途。(代表、IR用など)\n[設定値のリスト]\n(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber/gl-cor:identifierPhoneNumberDescription
3480,gl-cor,6,identifierPhone,0..1,gl-gen:phoneNumberItemType,Identifier Phone Number,Identifier Phone Number,CVE電話番号,CVE識別子の電話番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber/gl-cor:identifierPhone
3490,gl-cor,5,identifierFaxNumber,0..*,gl-cor:identifierFaxNumberComplexType,Fax Number Structure,Fax number structure related to identifier.,【FAX番号】,CVE識別子のFAX番号の構造体。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber
3500,gl-cor,6,identifierFaxNumberUsage,0..1,gl-gen:faxNumberUsageItemType,Identifer Fax Number Usage,"Identifer Fax Number Usage (e.g. Orders, Head Office, IR)",CVEFAX番号用途,CVE識別子のFAX番号の用途。(注文、本社、IRなど),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber/gl-cor:identifierFaxNumberUsage
3510,gl-cor,6,identifierFax,0..1,gl-gen:faxNumberItemType,Identifer Fax Number,Identifer Fax Number,CVEFAX番号,CVE識別子のFAX番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber/gl-cor:identifierFax
3520,gl-bus,5,identifierPurpose,0..1,gl-bus:identifierPurposeItemType,Identifier Purpose,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierPurpose
3530,gl-bus,5,identifierAddress,0..*,gl-bus:identifierAddressComplexType,Address,"Address (block) of customer, vendor, employee for integration purposes, VAT.",【CVE住所】,統合目的やVATのための、顧客、仕入先、従業員の住所(ブロック)。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress
3540,gl-bus,6,identifierAddressDescription,0..1,gl-bus:identifierAddressDescriptionItemType,Identifier Address Description,For use when the addressee identifier for this address is different than the primary description of the identified party.,CVE住所説明,この住所の宛先が、識別されたCVEの組織の代表記述と異なる場合に使用。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierAddressDescription
3550,gl-bus,6,identifierAddressPurpose,0..1,gl-bus:identifierAddressPurposeItemType,Identifier Address Purpose,"Freeform for codes like shipping, billing, mailing at address level.  Allows identification of multiple purpose addresses for each identifier.",CVE住所目的,配送、請求、郵送のような、住所レベルのコードの自由記述。個々のCVE識別子に対して、複数の住所の用途を識別する。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierAddressPurpose
3560,gl-bus,6,identifierBuildingNumber,0..1,gl-bus:identifierBuildingNumberItemType,Building Number,Building Number for Identifier Address,CVE住所建物番号,CVE識別子の住所の建物番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierBuildingNumber
3570,gl-bus,6,identifierStreet,0..1,gl-bus:identifierStreetItemType,Street,Street address.,CVE住所通り,住所の通り。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierStreet
3580,gl-bus,6,identifierAddressStreet2,0..1,gl-bus:identifierAddressStreet2ItemType,Address Detail,Address Detail for Identifier Address,CVE住所詳細,CVE識別子の住所の詳細。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierAddressStreet2
3590,gl-bus,6,identifierCity,0..1,gl-bus:identifierCityItemType,City,City,CVE住所都市,都市。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierCity
3600,gl-bus,6,identifierStateOrProvince,0..1,gl-bus:identifierStateOrProvinceItemType,State or Province,State or province,CVE住所州,州や地方。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierStateOrProvince
3610,gl-bus,6,identifierCountry,0..1,gl-bus:identifierCountryItemType,Country,Country,CVE住所国,国。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierCountry
3620,gl-bus,6,identifierZipOrPostalCode,0..1,gl-bus:identifierZipOrPostalCodeItemType,Zip or Postal Code,Zip or other postal code,CVE住所郵便番号,郵便番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierZipOrPostalCode
3630,gl-bus,6,identifierAddressLocationIdentifier,0..1,gl-bus:locationIdentifierItemType,Identifier Address Location ID,A code used to identify the identifier and to associate it with contacts,CVE所在地識別子,CVE識別子を識別したり、担当者と関係付けるコード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-bus:identifierAddress/gl-bus:identifierAddressLocationIdentifier
3640,gl-cor,5,identifierContactInformationStructure,0..*,gl-cor:identifierContactInformationStructureTupleType,Identifier Contact Information Structure,Identifier Contact Information Structure,【CVE担当者情報】,CVE識別子の担当者情報の構造体。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure
3650,gl-cor,6,identifierContactPrefix,0..1,gl-cor:identifierContactPrefixItemType,Identifier Contact Prefix,"Prefix (e.g. Dr., Mr., Mrs.)",CVE担当者敬称,敬称(Dr.、Mr.、Mrs.など),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPrefix
3660,gl-cor,6,identifierContactLastName,0..1,gl-cor:identifierContactLastNameItemType,Identifier Contact Last Name,Identifier Contact Last or Family Name,CVE担当者姓,CVE識別子の担当者の姓,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactLastName
3670,gl-cor,6,identifierContactFirstName,0..1,gl-cor:identifierContactFirstNameItemType,Identifier Contact First Name,First or given name,CVE担当者名,名、クリスチャンネーム,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFirstName
3680,gl-cor,6,identifierContactSuffix,0..1,gl-cor:identifierContactSuffixItemType,Identifier Contact Suffix,"Suffix (e.g. MD, CPA, Jr.)",CVE担当者付加名称\n,付加名称(MD、CPA、Jr.など),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactSuffix
3690,gl-cor,6,identifierContactAttentionLine,0..1,gl-cor:identifierContactAttentionLineItemType,Identifier Contact Attention Line,Attention Line,CVE担当者アテンションライン,アテンションライン,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactAttentionLine
3700,gl-cor,6,identifierContactPositionRole,0..1,gl-cor:identifierContactPositionRoleItemType,Identifier Contact Position/Role,Position or Role,CVE担当者地位/役職,地位や役職,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPositionRole
3710,gl-cor,6,identifierContactPhone,0..*,gl-cor:identifierContactPhoneNumberComplexType,Identifier Contact Phone,Phone Number,【CVE担当者電話番号】,電話番号,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone
3720,gl-cor,7,identifierContactPhoneNumberDescription,0..1,gl-gen:phoneNumberDescriptionItemType,Identifier Contact Phone Number Usage,"Identifier Contact Phone Number Usage (Main, Investor Relations, etc.)",CVE担当者電話番号用途,CVE識別子の担当者の電話番号の用途。(代表、IR用など)\n[設定値のリスト]\n(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他) ,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone/gl-cor:identifierContactPhoneNumberDescription
3730,gl-cor,7,identifierContactPhoneNumber,0..1,gl-gen:phoneNumberItemType,Identifier Contact Phone Number,Identifier Contact Phone Number,CVE担当者電話番号,CVE識別子の担当者の電話番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone/gl-cor:identifierContactPhoneNumber
3740,gl-cor,6,identifierContactFax,0..*,gl-cor:identifierContactFaxNumberComplexType,Identifier Contact Fax Number,Fax Number,【CVE担当者FAX番号】,FAX番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax
3750,gl-cor,7,identifierContactFaxNumberUsage,0..1,gl-gen:faxNumberUsageItemType,Identifer Contact Fax Number Usage,"Identifer Contact Fax Number Usage (e.g. Orders, Head Office, IR)",CVE担当者FAX番号用途,CVE識別子の担当者のFAX番号の用途。(注文、本社、IRなど),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax/gl-cor:identifierContactFaxNumberUsage
3760,gl-cor,7,identifierContactFaxNumber,0..1,gl-gen:faxNumberItemType,Identifer Contact Fax Number,Identifer Contact Fax Number,CVE担当者FAX番号,CVE識別子の担当者のFAX番号。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFax/gl-cor:identifierContactFaxNumber
3770,gl-cor,6,identifierContactEmail,0..*,gl-cor:identifierContactEmailAddressStructureComplexType,Identifier Contact Email Address,Email Address,【CVE担当者Eメールアドレス】,Eメールアドレス。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail
3780,gl-cor,7,identifierContactEmailAddressUsage,0..1,gl-gen:emailAddressUsageItemType,Identifer Contact Email Address Usage,"Identifer Contact Email Address Usage (e.g. Orders, Head Office, IR)",CVE担当者Eメールアドレス用途,CVE識別子の担当者のEメールアドレスの用途。(注文、本社、IRなど),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail/gl-cor:identifierContactEmailAddressUsage
3790,gl-cor,7,identifierContactEmailAddress,0..1,gl-gen:emailAddressItemType,Identifer Contact Email Address,Identifer Contact Email Address,CVE担当者Eメールアドレス,CVE識別子の担当者のEメールアドレス。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactEmail/gl-cor:identifierContactEmailAddress
3800,gl-cor,6,identifierContactType,0..1,gl-cor:identifierContactTypeItemType,Identifier Contact Type,Identifier Contact Type,CVE担当者種別,CVE識別子の担当者の種別,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactType
3810,gl-bus,6,identifierLocationIdentifierCrossReference,0..1,gl-bus:locationIdentifierItemType,Identifier Address Location ID Cross Reference,This code is used to associate the contact with a specific location for the Identifier. Its value should be the same as that of the identifierAddressLocationIdentifier,CVE所在地相互参照情報,担当者とCVE識別子の所在地を関係付けるためのコード。identifierAddressLocationIdentifierと同じ値であるべき。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-bus:identifierLocationIdentifierCrossReference
3820,gl-cor,5,identifierActive,0..1,gl-gen:activeItemType,Identifier Active,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",CVE有効性,CVE識別子が有効か無効かを示すブール値。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierActive
3830,gl-cor,4,documentType,0..1,gl-gen:documentTypeItemType,Document Type,"An enumerated field describing the original source document, with invoice, voucher, check and other enumerated entries",元文書種別,顧客への請求書、ベンダからの請求書、小切手、その他の列挙値による、元文書の説明。\n[設定値のリスト]\n(check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentType
3840,gl-cor,4,documentTypeDescription,0..1,gl-cor:documentTypeDescriptionItemType,Document Type Description,Free format description of the document type,元文書種別説明,元文書の種別の説明。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentTypeDescription
3850,gl-cor,4,invoiceType,0..1,gl-gen:invoiceTypeItemType,Invoice Type,"Invoice Type  (self-billed, ePoS enumerated values)",請求書種別,請求書の種別。(self-billed、ePoS)\n[設定値のリスト]\n(ePos：POSシステムからの発行)、(self-billed：手動発行),/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:invoiceType
3860,gl-cor,4,documentNumber,0..1,gl-cor:documentNumberItemType,Document Number,"Invoice, check, voucher, or other source document identifier",元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentNumber
3870,gl-cor,4,documentApplyToNumber,0..1,gl-cor:documentApplyToNumberItemType,Apply To Number,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",適用先番号,支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentApplyToNumber
