sequence,level,type,id,name,datatype,multiplicity,semantic_path,syntax_sequence,syntax_path,default_value,transformation,required,note
134,3,A,BT-98,Document level allowance reason code,Code,0..1,$.invoice.documentLevelAllowances.documentLevelAllowanceReasonCode,0000.0003.0004.0025.0010,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:ReasonCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
135,2,C,BG-21,Document level charges,,0..*,$.invoice.documentLevelCharges,0000.0003.0004.0025,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
136,3,A,BT-99,Document level charge amount,Amount,1..1,$.invoice.documentLevelCharges.documentLevelChargeAmount,0000.0003.0004.0025.0008,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:ActualAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
137,3,A,BT-100,Document level charge base amount,Amount,0..1,$.invoice.documentLevelCharges.documentLevelChargeBaseAmount,0000.0003.0004.0025.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:BasisAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
138,3,A,BT-101,Document level charge percentage,Percentage,0..1,$.invoice.documentLevelCharges.documentLevelChargePercentage,0000.0003.0004.0025.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:CalculationPercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
139,3,A,BT-102,Document level charge VAT category code,Code,1..1,$.invoice.documentLevelCharges.documentLevelChargeVatCategoryCode,0000.0003.0004.0025.0013.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:CategoryTradeTax[ram:TypeCode='VAT']/ram:CategoryCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Literal syntax discriminator(s) in syntax_path are executable binding metadata and shall be materialized during reverse serialization.
140,3,A,BT-103,Document level charge VAT rate,Percentage,0..1,$.invoice.documentLevelCharges.documentLevelChargeVatRate,0000.0003.0004.0025.0013.0022,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:CategoryTradeTax/ram:RateApplicablePercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
141,3,A,BT-104,Document level charge reason,Text,0..1,$.invoice.documentLevelCharges.documentLevelChargeReason,0000.0003.0004.0025.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:Reason,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
142,3,A,BT-105,Document level charge reason code,Code,0..1,$.invoice.documentLevelCharges.documentLevelChargeReasonCode,0000.0003.0004.0025.0010,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:ReasonCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
143,2,C,BG-22,Document totals,,1..1,$.invoice.documentTotals,0000.0003.0004.0029,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation,,,,CII D16B reversible occurrence context.
144,3,A,BT-106,Sum of invoice line net amount,Amount,1..1,$.invoice.documentTotals.sumOfInvoiceLineNetAmount,0000.0003.0004.0029.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:LineTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
145,3,A,BT-107,Sum of allowances on document level,Amount,0..1,$.invoice.documentTotals.sumOfAllowancesOnDocumentLevel,0000.0003.0004.0029.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:AllowanceTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
146,3,A,BT-108,Sum of charges on document level,Amount,0..1,$.invoice.documentTotals.sumOfChargesOnDocumentLevel,0000.0003.0004.0029.0002,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:ChargeTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
147,3,A,BT-109,Invoice total amount without VAT,Amount,1..1,$.invoice.documentTotals.invoiceTotalAmountWithoutVat,0000.0003.0004.0029.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxBasisTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
148,3,A,BT-110,Invoice total VAT amount,Amount,1..1,$.invoice.documentTotals.invoiceTotalVatAmount,0000.0003.0004.0029.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount[@currencyID=../../ram:InvoiceCurrencyCode],,cii_tax_total_document_currency,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
149,3,A,BT-111,Invoice total VAT amount in accounting currency,Amount,0..1,$.invoice.documentTotals.invoiceTotalVatAmountInAccountingCurrency,0000.0003.0004.0029.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount[@currencyID=../../ram:TaxCurrencyCode],,cii_tax_total_accounting_currency,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
150,3,A,BT-112,Invoice total amount with VAT,Amount,1..1,$.invoice.documentTotals.invoiceTotalAmountWithVat,0000.0003.0004.0029.0007,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:GrandTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
151,3,A,BT-113,Paid amount,Amount,0..1,$.invoice.documentTotals.paidAmount,0000.0003.0004.0029.0009,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TotalPrepaidAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
152,3,A,BT-114,Rounding amount,Amount,0..1,$.invoice.documentTotals.roundingAmount,0000.0003.0004.0029.0006,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:RoundingAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
153,3,A,BT-115,Amount due for payment,Amount,1..1,$.invoice.documentTotals.amountDueForPayment,0000.0003.0004.0029.0012,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:DuePayableAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
154,2,C,BG-23,VAT breakdown,,1..*,$.invoice.vatBreakdown,0000.0003.0004.0023,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
155,3,A,BT-116,VAT category taxable amount,Amount,1..1,$.invoice.vatBreakdown.vatCategoryTaxableAmount,0000.0003.0004.0023.0007,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:BasisAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
156,3,A,BT-117,VAT category tax amount,Amount,1..1,$.invoice.vatBreakdown.vatCategoryTaxAmount,0000.0003.0004.0023.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:CalculatedAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
157,3,A,BT-118,VAT category code,Code,1..1,$.invoice.vatBreakdown.vatCategoryCode,0000.0003.0004.0023.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:CategoryCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Literal syntax discriminator(s) in syntax_path are executable binding metadata and shall be materialized during reverse serialization.
158,3,A,BT-119,VAT category rate,Decimal,0..1,$.invoice.vatBreakdown.vatCategoryRate,0000.0003.0004.0023.0022,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:RateApplicablePercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
159,3,A,BT-120,VAT exemption reason text,Text,0..1,$.invoice.vatBreakdown.vatExemptionReasonText,0000.0003.0004.0023.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:ExemptionReason,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
160,3,A,BT-121,VAT exemption reason code,Code,0..1,$.invoice.vatBreakdown.vatExemptionReasonCode,0000.0003.0004.0023.0015,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax[ram:TypeCode='VAT']/ram:ExemptionReasonCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
161,2,C,BG-24,Additional supporting documents,,0..*,$.invoice.additionalSupportingDocuments,0000.0003.0002.0022,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
162,3,A,BT-122,Supporting document reference,Identifier,1..1,$.invoice.additionalSupportingDocuments.supportingDocumentReference,0000.0003.0002.0022.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:IssuerAssignedID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Literal syntax discriminator(s) in syntax_path are executable binding metadata and shall be materialized during reverse serialization.
163,3,A,BT-123,Supporting document description,Text,0..1,$.invoice.additionalSupportingDocuments.supportingDocumentDescription,0000.0003.0002.0022.0009,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:Name,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
164,3,A,BT-124,External document location,Identifier,0..1,$.invoice.additionalSupportingDocuments.externalDocumentLocation,0000.0003.0002.0022.0002,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:URIID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
165,3,A,BT-125,Attached document,Binary object,0..1,$.invoice.additionalSupportingDocuments.attachedDocument,0000.0003.0002.0022.0010,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:AttachmentBinaryObject,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
166,3,A,BT-125-1,Attached document MIME code,Code,1..1,$.invoice.additionalSupportingDocuments.attachedDocumentMimeCode,0000.0003.0002.0022.0010.@mimeCode,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:AttachmentBinaryObject/@mimeCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
167,3,A,BT-125-2,Attached document filename,Text,1..1,$.invoice.additionalSupportingDocuments.attachedDocumentFilename,0000.0003.0002.0022.0010.@filename,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument[ram:TypeCode='916']/ram:AttachmentBinaryObject/@filename,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
168,2,C,BG-25,Invoice line,,1..*,$.invoice.invoiceLine,0000.0003.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem,,,,CII D16B reversible occurrence context.
169,3,A,BT-126,Invoice line identifier,Identifier,1..1,$.invoice.invoiceLine.invoiceLineIdentifier,0000.0003.0001.0002.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:LineID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
170,3,A,BT-127,Invoice line note,Text,0..1,$.invoice.invoiceLine.invoiceLineNote,0000.0003.0001.0002.0005.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote/ram:Content,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
171,3,A,BT-128,Invoice line object identifier,Identifier,0..1,$.invoice.invoiceLine.invoiceLineObjectIdentifier,0000.0003.0001.0006.0014.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument[ram:TypeCode='130']/ram:IssuerAssignedID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Literal syntax discriminator(s) in syntax_path are executable binding metadata and shall be materialized during reverse serialization.
172,3,A,BT-128-1,Scheme identifier,Identifier,0..1,$.invoice.invoiceLine.invoiceLineObjectIdentifierSchemeIdentifier,0000.0003.0001.0006.0014.0012,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument[ram:TypeCode='130']/ram:ReferenceTypeCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. Supplementary component remains HMD type=A.
173,3,A,BT-129,Invoiced quantity,Quantity,0..1,$.invoice.invoiceLine.invoicedQuantity,0000.0003.0001.0005.0003,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
174,3,A,BT-130,Invoiced quantity unit code,Code,0..1,$.invoice.invoiceLine.invoicedQuantityUnitCode,0000.0003.0001.0005.0003.@unitCode,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
175,3,A,BT-131,Invoice line net amount,Amount,1..1,$.invoice.invoiceLine.invoiceLineNetAmount,0000.0003.0001.0006.0011.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeSettlementLineMonetarySummation/ram:LineTotalAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
176,3,A,BT-132,Referenced purchase order line reference,Identifier,0..1,$.invoice.invoiceLine.referencedPurchaseOrderLineReference,0000.0003.0001.0004.0005.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:LineID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
177,3,A,BT-133,Invoice line buyer accounting reference,Text,0..1,$.invoice.invoiceLine.invoiceLineBuyerAccountingReference,0000.0003.0001.0006.0016.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
178,3,C,BG-26,Invoice line period,,0..1,$.invoice.invoiceLine.invoiceLinePeriod,0000.0003.0001.0006.0006,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod,,,,CII D16B reversible occurrence context.
179,4,A,BT-134,Invoice line period start date,Date,0..1,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodStartDate,0000.0003.0001.0006.0006.0004.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString[@format='102'],,cii_date_format_102,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. CII format='102' is encoded as an executable terminal predicate and shall be materialized during reverse serialization.
180,4,A,BT-135,Invoice line period end date,Date,0..1,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodEndDate,0000.0003.0001.0006.0006.0005.0001,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString[@format='102'],,cii_date_format_102,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD. CII format='102' is encoded as an executable terminal predicate and shall be materialized during reverse serialization.
181,3,C,BG-27,Invoice line allowances,,0..*,$.invoice.invoiceLine.invoiceLineAllowances,0000.0003.0001.0006.0007,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
182,4,A,BT-136,Invoice line allowance amount,Amount,1..1,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceAmount,0000.0003.0001.0006.0007.0008,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:ActualAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
183,4,A,BT-137,Invoice line allowance base amount,Amount,0..1,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceBaseAmount,0000.0003.0001.0006.0007.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:BasisAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
184,4,A,BT-138,Invoice line allowance percentage,Percentage,0..1,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowancePercentage,0000.0003.0001.0006.0007.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:CalculationPercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
185,4,A,BT-139,Invoice line allowance reason,Text,0..1,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReason,0000.0003.0001.0006.0007.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:Reason,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
186,4,A,BT-140,Invoice line allowance reason code,Code,0..1,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReasonCode,0000.0003.0001.0006.0007.0010,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:ReasonCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
187,3,C,BG-28,Invoice line charges,,0..*,$.invoice.invoiceLine.invoiceLineCharges,0000.0003.0001.0006.0007,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true'],,,,CII D16B reversible occurrence context. Physical role predicate is encoded in syntax_path.
188,4,A,BT-141,Invoice line charge amount,Amount,1..1,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeAmount,0000.0003.0001.0006.0007.0008,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:ActualAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
189,4,A,BT-142,Invoice line charge base amount,Amount,0..1,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeBaseAmount,0000.0003.0001.0006.0007.0005,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:BasisAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
190,4,A,BT-143,Invoice line charge percentage,Percentage,0..1,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargePercentage,0000.0003.0001.0006.0007.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:CalculationPercent,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
191,4,A,BT-144,Invoice line charge reason,Text,0..1,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReason,0000.0003.0001.0006.0007.0011,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:Reason,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
192,4,A,BT-145,Invoice line charge reason code,Code,0..1,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReasonCode,0000.0003.0001.0006.0007.0010,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='true']/ram:ReasonCode,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
193,3,C,BG-29,Price details,,1..1,$.invoice.invoiceLine.priceDetails,0000.0003.0001.0004,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement,,,,CII D16B reversible occurrence context.
194,4,A,BT-146,Item net price,Amount,1..1,$.invoice.invoiceLine.priceDetails.itemNetPrice,0000.0003.0001.0004.0012.0002,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:ChargeAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
195,4,A,BT-147,Item price discount,Amount,0..1,$.invoice.invoiceLine.priceDetails.itemPriceDiscount,0000.0003.0001.0004.0011.0008.0008,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator='false']/ram:ActualAmount,,,,Mapped from CEN/TS 16931-3-3:2020 to the 213-row EN CIUS HMD.
