sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
175,en16931,3,A,,Invoice line net amount,Amount,1..1,,"Project-defined Invoice line net amount in the Invoice line context, represented as Amount.",,,BT-131,$.invoice.invoiceLine.invoiceLineNetAmount,,Invoice line,InvoiceLineNetAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineNetAmount
176,en16931,3,A,,Referenced purchase order line reference,Identifier,0..1,,"Project-defined Referenced purchase order line reference in the Invoice line context, represented as Identifier.",,,BT-132,$.invoice.invoiceLine.referencedPurchaseOrderLineReference,,Invoice line,ReferencedPurchaseOrderLineReference,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ReferencedPurchaseOrderLineReference
177,en16931,3,A,,Invoice line buyer accounting reference,Text,0..1,,"Project-defined Invoice line buyer accounting reference in the Invoice line context, represented as Text.",,,BT-133,$.invoice.invoiceLine.invoiceLineBuyerAccountingReference,,Invoice line,InvoiceLineBuyerAccountingReference,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineBuyerAccountingReference
178,en16931,3,C,,Invoice line period,,0..1,,"Project-defined Invoice line period in the Invoice line period context, represented as structured information.",,,BG-26,$.invoice.invoiceLine.invoiceLinePeriod,,Invoice line period,InvoiceLinePeriod,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod
179,en16931,4,A,,Invoice line period start date,Date,0..1,,"Project-defined Invoice line period start date in the Invoice line period context, represented as Date.",,,BT-134,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodStartDate,,Invoice line period,InvoiceLinePeriodStartDate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod/en:InvoiceLinePeriodStartDate
180,en16931,4,A,,Invoice line period end date,Date,0..1,,"Project-defined Invoice line period end date in the Invoice line period context, represented as Date.",,,BT-135,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodEndDate,,Invoice line period,InvoiceLinePeriodEndDate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod/en:InvoiceLinePeriodEndDate
181,en16931,3,C,,Invoice line allowances,,0..*,,"Project-defined Invoice line allowances in the Invoice line allowance context, represented as structured information.",,,BG-27,$.invoice.invoiceLine.invoiceLineAllowances,,Invoice line allowance,InvoiceLineAllowances,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances
182,en16931,4,A,,Invoice line allowance amount,Amount,1..1,,"Project-defined Invoice line allowance amount in the Invoice line allowance context, represented as Amount.",,,BT-136,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceAmount,,Invoice line allowance,InvoiceLineAllowanceAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceAmount
183,en16931,4,A,,Invoice line allowance base amount,Amount,0..1,,"Project-defined Invoice line allowance base amount in the Invoice line allowance context, represented as Amount.",,,BT-137,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceBaseAmount,,Invoice line allowance,InvoiceLineAllowanceBaseAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceBaseAmount
184,en16931,4,A,,Invoice line allowance percentage,Percentage,0..1,,"Project-defined Invoice line allowance percentage in the Invoice line allowance context, represented as Percentage.",,,BT-138,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowancePercentage,,Invoice line allowance,InvoiceLineAllowancePercentage,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowancePercentage
185,en16931,4,A,,Invoice line allowance reason,Text,0..1,,"Project-defined Invoice line allowance reason in the Invoice line allowance context, represented as Text.",,,BT-139,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReason,,Invoice line allowance,InvoiceLineAllowanceReason,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceReason
186,en16931,4,A,,Invoice line allowance reason code,Code,0..1,,"Project-defined Invoice line allowance reason code in the Invoice line allowance context, represented as Code.",,,BT-140,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReasonCode,,Invoice line allowance,InvoiceLineAllowanceReasonCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceReasonCode
187,en16931,3,C,,Invoice line charges,,0..*,,"Project-defined Invoice line charges in the Invoice line charge context, represented as structured information.",,,BG-28,$.invoice.invoiceLine.invoiceLineCharges,,Invoice line charge,InvoiceLineCharges,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges
188,en16931,4,A,,Invoice line charge amount,Amount,1..1,,"Project-defined Invoice line charge amount in the Invoice line charge context, represented as Amount.",,,BT-141,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeAmount,,Invoice line charge,InvoiceLineChargeAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeAmount
189,en16931,4,A,,Invoice line charge base amount,Amount,0..1,,"Project-defined Invoice line charge base amount in the Invoice line charge context, represented as Amount.",,,BT-142,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeBaseAmount,,Invoice line charge,InvoiceLineChargeBaseAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeBaseAmount
190,en16931,4,A,,Invoice line charge percentage,Percentage,0..1,,"Project-defined Invoice line charge percentage in the Invoice line charge context, represented as Percentage.",,,BT-143,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargePercentage,,Invoice line charge,InvoiceLineChargePercentage,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargePercentage
191,en16931,4,A,,Invoice line charge reason,Text,0..1,,"Project-defined Invoice line charge reason in the Invoice line charge context, represented as Text.",,,BT-144,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReason,,Invoice line charge,InvoiceLineChargeReason,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeReason
192,en16931,4,A,,Invoice line charge reason code,Code,0..1,,"Project-defined Invoice line charge reason code in the Invoice line charge context, represented as Code.",,,BT-145,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReasonCode,,Invoice line charge,InvoiceLineChargeReasonCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeReasonCode
193,en16931,3,C,,Price details,,1..1,,"Project-defined Price details in the Price detail context, represented as structured information.",,,BG-29,$.invoice.invoiceLine.priceDetails,,Price detail,PriceDetails,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails
194,en16931,4,A,,Item net price,Amount,1..1,,"Project-defined Item net price in the Price detail context, represented as Amount.",,,BT-146,$.invoice.invoiceLine.priceDetails.itemNetPrice,,Price detail,ItemNetPrice,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemNetPrice
195,en16931,4,A,,Item price discount,Amount,0..1,,"Project-defined Item price discount in the Price detail context, represented as Amount.",,,BT-147,$.invoice.invoiceLine.priceDetails.itemPriceDiscount,,Price detail,ItemPriceDiscount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceDiscount
196,en16931,4,A,,Item gross price,Amount,0..1,,"Project-defined Item gross price in the Price detail context, represented as Amount.",,,BT-148,$.invoice.invoiceLine.priceDetails.itemGrossPrice,,Price detail,ItemGrossPrice,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemGrossPrice
197,en16931,4,A,,Item price base quantity,Quantity,0..1,,"Project-defined Item price base quantity in the Price detail context, represented as Quantity.",,,BT-149,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantity,,Price detail,ItemPriceBaseQuantity,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceBaseQuantity
198,en16931,4,A,,Item price base quantity unit code,Code,0..1,,"Project-defined Item price base quantity unit code in the Price detail context, represented as Code.",,,BT-150,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantityUnitCode,,Price detail,ItemPriceBaseQuantityUnitCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceBaseQuantityUnitCode
199,en16931,3,C,,Line VAT information,,1..1,,"Project-defined Line VAT information in the Line VAT information context, represented as structured information.",,,BG-30,$.invoice.invoiceLine.lineVatInformation,,Line VAT information,LineVatInformation,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation
200,en16931,4,A,,Invoiced item VAT category code,Code,1..1,,"Project-defined Invoiced item VAT category code in the Line VAT information context, represented as Code.",,,BT-151,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatCategoryCode,,Line VAT information,InvoicedItemVatCategoryCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation/en:InvoicedItemVatCategoryCode
201,en16931,4,A,,Invoiced item VAT rate,Decimal,0..1,,"Project-defined Invoiced item VAT rate in the Line VAT information context, represented as Decimal.",,,BT-152,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatRate,,Line VAT information,InvoicedItemVatRate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation/en:InvoicedItemVatRate
202,en16931,3,C,,Item information,,1..1,,"Project-defined Item information in the Item information context, represented as structured information.",,,BG-31,$.invoice.invoiceLine.itemInformation,,Item information,ItemInformation,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation
203,en16931,4,A,,Item name,Text,1..1,,"Project-defined Item name in the Item information context, represented as Text.",,,BT-153,$.invoice.invoiceLine.itemInformation.itemName,,Item information,ItemName,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemName
204,en16931,4,A,,Item description,Text,0..1,,"Project-defined Item description in the Item information context, represented as Text.",,,BT-154,$.invoice.invoiceLine.itemInformation.itemDescription,,Item information,ItemDescription,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemDescription
205,en16931,4,A,,Item seller identifier,Identifier,0..1,,"Project-defined Item seller identifier in the Item information context, represented as Identifier.",,,BT-155,$.invoice.invoiceLine.itemInformation.itemSellerIdentifier,,Item information,ItemSellerIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemSellerIdentifier
206,en16931,4,A,,Item buyer identifier,Identifier,0..1,,"Project-defined Item buyer identifier in the Item information context, represented as Identifier.",,,BT-156,$.invoice.invoiceLine.itemInformation.itemBuyerIdentifier,,Item information,ItemBuyerIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemBuyerIdentifier
207,en16931,4,A,,Item standard identifier,Identifier,0..1,,"Project-defined Item standard identifier in the Item information context, represented as Identifier.",,,BT-157,$.invoice.invoiceLine.itemInformation.itemStandardIdentifier,,Item information,ItemStandardIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemStandardIdentifier
208,en16931,4,A,,Scheme identifier,Identifier,1..1,,"Project-defined Scheme identifier in the Item information context, represented as Identifier.",識別スキーム識別子,品目標準識別子に使用される識別スキームを示す識別子。,BT-157-1,$.invoice.invoiceLine.itemInformation.itemStandardIdentifierSchemeIdentifier,,Item information,ItemStandardIdentifierSchemeIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemStandardIdentifierSchemeIdentifier
209,en16931,4,C,,Item Classification Identifier,,0..*,,"Project-defined Item Classification Identifier in the Item Classification Identifier context, represented as structured information.",,,,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier,,Item Classification Identifier,ItemClassificationIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemClassificationIdentifier
210,en16931,5,A,,Identifier,Identifier,1..1,,"Project-defined Identifier in the Item Classification Identifier context, represented as Identifier.",,,BT-158,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.identifier,,Item Classification Identifier,ItemClassificationIdentifierIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemClassificationIdentifier/en:ItemClassificationIdentifierIdentifier
211,en16931,5,A,,Scheme identifier,Identifier,1..1,,"Project-defined Scheme identifier in the Item Classification Identifier context, represented as Identifier.",識別スキーム識別子,品目分類識別子に使用される識別スキームを示す識別子。,BT-158-1,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.schemeIdentifier,,Item Classification Identifier,ItemClassificationIdentifierSchemeIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemClassificationIdentifier/en:ItemClassificationIdentifierSchemeIdentifier
212,en16931,5,A,,Scheme version identifier,Identifier,0..1,,"Project-defined Scheme version identifier in the Item Classification Identifier context, represented as Identifier.",識別スキーム版識別子,品目分類識別子に使用される識別スキームの版を示す識別子。,BT-158-2,$.invoice.invoiceLine.itemInformation.itemClassificationIdentifier.schemeVersionIdentifier,,Item Classification Identifier,ItemClassificationIdentifierSchemeVersionIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemClassificationIdentifier/en:ItemClassificationIdentifierSchemeVersionIdentifier
213,en16931,4,A,,Item country of origin,Code,0..1,,"Project-defined Item country of origin in the Item information context, represented as Code.",,,BT-159,$.invoice.invoiceLine.itemInformation.itemCountryOfOrigin,,Item information,ItemCountryOfOrigin,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemCountryOfOrigin
214,en16931,4,C,,Item attributes,,0..*,,"Project-defined Item attributes in the Item attribute context, represented as structured information.",,,BG-32,$.invoice.invoiceLine.itemInformation.itemAttributes,,Item attribute,ItemAttributes,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes
215,en16931,5,A,,Item attribute name,Text,1..1,,"Project-defined Item attribute name in the Item attribute context, represented as Text.",,,BT-160,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeName,,Item attribute,ItemAttributeName,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes/en:ItemAttributeName
216,en16931,5,A,,Item attribute value,Text,1..1,,"Project-defined Item attribute value in the Item attribute context, represented as Text.",,,BT-161,$.invoice.invoiceLine.itemInformation.itemAttributes.itemAttributeValue,,Item attribute,ItemAttributeValue,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ItemInformation/en:ItemAttributes/en:ItemAttributeValue
